item_id,restaurant_id,item_name,cuisine,category,is_veg,price_tier,base_price,cuisine_encoded,category_encoded,price_tier_encoded,popularity_score,order_frequency,avg_order_qty,reorder_rate,cart_frequency,avg_cart_position,cart_add_rate,base_price_norm,popularity_score_norm,order_frequency_norm,avg_order_qty_norm,reorder_rate_norm,cart_frequency_norm,avg_cart_position_norm,cart_add_rate_norm
I00192,R020,Rajma Chawal,North Indian,mains,True,Premium,530.0,5,2,2,0.529,51.0,1.1176470588235294,0.375,97.0,0.10309278350515463,1.8653846153846154,0.9074074074074074,0.7051630434782609,0.45535714285714285,0.11764705882352944,0.6375,0.4389140271493213,0.042823156225218074,0.021945701357466065
I00193,R020,Lemon Tea,Chinese,beverages,True,Budget,110.0,2,0,0,0.444,39.0,1.205128205128205,0.5217391304347826,68.0,1.3823529411764706,1.7,0.12962962962962965,0.5896739130434783,0.3482142857142857,0.20512820512820507,0.8869565217391304,0.3076923076923077,0.57420814479638,0.02
I00194,R020,Lamb Biryani,Biryani,mains,False,Mid,230.0,1,2,1,0.134,11.0,1.1818181818181819,0.0,35.0,0.08571428571428572,2.9166666666666665,0.35185185185185186,0.16847826086956522,0.09821428571428571,0.18181818181818188,0.0,0.15837104072398192,0.0356043956043956,0.034313725490196074
I00195,R020,Mixed Pickle,Biryani,sides,True,Budget,100.0,1,3,0,0.074,3.0,1.3333333333333333,0.0,15.0,0.8666666666666667,3.75,0.11111111111111113,0.08695652173913043,0.026785714285714284,0.33333333333333326,0.0,0.06787330316742082,0.36,0.044117647058823525
I00196,R021,Masala Peanuts,Street Food,sides,True,Budget,90.0,7,3,0,0.06,12.0,1.0833333333333333,0.0,22.0,0.8636363636363636,1.6923076923076923,0.09259259259259262,0.06793478260869565,0.10714285714285714,0.08333333333333326,0.0,0.0995475113122172,0.35874125874125873,0.019909502262443438
I00197,R021,Margherita Pizza,Fast Food,mains,True,Mid,200.0,4,2,1,0.141,28.0,1.1071428571428572,0.16666666666666666,63.0,0.19047619047619047,2.1724137931034484,0.29629629629629634,0.1779891304347826,0.25,0.1071428571428572,0.2833333333333333,0.28506787330316746,0.0791208791208791,0.025557809330628803
I00198,R021,Warm Milk,Desserts,beverages,True,Budget,60.0,3,0,0,0.082,18.0,1.1111111111111112,0.2857142857142857,20.0,1.15,1.0526315789473684,0.03703703703703705,0.09782608695652174,0.1607142857142857,0.11111111111111116,0.48571428571428565,0.0904977375565611,0.47769230769230764,0.012383900928792569
I00199,R021,McAloo Tikki,Fast Food,mains,True,Mid,240.0,4,2,1,0.447,70.0,1.1714285714285715,0.26,151.0,0.06622516556291391,2.1267605633802815,0.3703703703703704,0.59375,0.625,0.17142857142857149,0.442,0.6832579185520362,0.02750891492613347,0.025020712510356254
I00200,R021,Lime Soda,Fast Food,beverages,True,Budget,120.0,4,0,0,0.349,53.0,1.150943396226415,0.2972972972972973,56.0,1.25,1.037037037037037,0.14814814814814817,0.4605978260869565,0.4732142857142857,0.15094339622641506,0.5054054054054055,0.2533936651583711,0.5192307692307692,0.012200435729847494
I00201,R021,7UP,Fast Food,beverages,True,Budget,100.0,4,0,0,0.197,35.0,1.1714285714285715,0.23076923076923078,29.0,1.3793103448275863,0.8055555555555556,0.11111111111111113,0.25407608695652173,0.3125,0.17142857142857149,0.3923076923076923,0.13122171945701358,0.5729442970822282,0.009477124183006537
I00202,R021,Cheese Dip,Fast Food,sides,True,Mid,150.0,4,3,1,0.075,19.0,1.1578947368421053,0.125,21.0,1.0,1.05,0.20370370370370372,0.08831521739130434,0.16964285714285712,0.1578947368421053,0.2125,0.09502262443438915,0.41538461538461535,0.012352941176470589
I00203,R021,Dip Sauces,Fast Food,sides,True,Budget,140.0,4,3,0,0.214,39.0,1.1794871794871795,0.15625,73.0,0.726027397260274,1.825,0.18518518518518517,0.27717391304347827,0.3482142857142857,0.17948717948717952,0.265625,0.330316742081448,0.30158061116965224,0.021470588235294116
I00204,R021,Pepsi,Fast Food,beverages,True,Budget,100.0,4,0,0,0.336,58.0,1.0344827586206897,0.27906976744186046,61.0,1.3934426229508197,1.0338983050847457,0.11111111111111113,0.4429347826086957,0.5178571428571428,0.034482758620689724,0.47441860465116276,0.27601809954751133,0.5788146279949559,0.012163509471585243
I00205,R022,Lamb Biryani,Biryani,mains,False,Premium,480.0,1,2,2,0.073,6.0,1.1666666666666667,0.0,11.0,0.18181818181818182,1.5714285714285714,0.8148148148148149,0.08559782608695651,0.05357142857142857,0.16666666666666674,0.0,0.0497737556561086,0.07552447552447553,0.018487394957983194
I00206,R022,7UP,Fast Food,beverages,True,Budget,70.0,4,0,0,0.159,10.0,1.1,0.1111111111111111,158.0,1.5506329113924051,14.363636363636363,0.05555555555555555,0.20244565217391305,0.08928571428571427,0.10000000000000009,0.18888888888888888,0.7149321266968326,0.6441090555014606,0.16898395721925133
I00207,R022,Date Pancake,Chinese,desserts,True,Mid,180.0,2,1,1,0.431,36.0,1.1111111111111112,0.4166666666666667,55.0,1.9090909090909092,1.4864864864864864,0.2592592592592593,0.5720108695652174,0.3214285714285714,0.11111111111111116,0.7083333333333334,0.24886877828054302,0.793006993006993,0.017488076311605722
I00208,R022,Tiramisu,Desserts,mains,True,Premium,520.0,3,2,2,0.405,25.0,1.08,0.13636363636363635,44.0,0.3409090909090909,1.6923076923076923,0.888888888888889,0.5366847826086957,0.2232142857142857,0.08000000000000007,0.23181818181818178,0.1990950226244344,0.1416083916083916,0.019909502262443438
I00209,R022,Cheese Balls,Fast Food,starters,True,Premium,320.0,4,4,2,0.408,50.0,1.18,0.3235294117647059,58.0,0.41379310344827586,1.1372549019607843,0.5185185185185185,0.5407608695652174,0.4464285714285714,0.17999999999999994,0.55,0.26244343891402716,0.1718832891246684,0.013379469434832756
I00210,R022,Banana Split,Desserts,mains,True,Mid,170.0,3,2,1,0.436,47.0,1.148936170212766,0.3125,36.0,0.2777777777777778,0.75,0.24074074074074076,0.5788043478260869,0.4196428571428571,0.14893617021276606,0.53125,0.16289592760180996,0.11538461538461538,0.008823529411764706
I00211,R022,Waffles,Desserts,mains,True,Premium,440.0,3,2,2,0.296,34.0,1.0294117647058822,0.3181818181818182,34.0,0.29411764705882354,0.9714285714285714,0.7407407407407408,0.38858695652173914,0.30357142857142855,0.02941176470588225,0.5409090909090909,0.15384615384615385,0.12217194570135746,0.011428571428571429
I00212,R022,Dip Sauces,Fast Food,sides,True,Mid,180.0,4,3,1,0.476,45.0,1.1111111111111112,0.21212121212121213,107.0,1.0373831775700935,2.3260869565217392,0.2592592592592593,0.6331521739130435,0.40178571428571425,0.11111111111111116,0.3606060606060606,0.48416289592760187,0.4309130122214234,0.027365728900255754
I00213,R022,Orange Juice,Beverages,mains,True,Premium,360.0,0,2,2,0.211,18.0,1.2222222222222223,0.2857142857142857,25.0,0.32,1.3157894736842106,0.5925925925925927,0.27309782608695654,0.1607142857142857,0.22222222222222232,0.48571428571428565,0.11312217194570137,0.13292307692307692,0.015479876160990712
I00214,R022,Mango Cheesecake,Desserts,mains,True,Premium,350.0,3,2,2,0.559,54.0,1.1666666666666667,0.4838709677419355,59.0,0.2542372881355932,1.0727272727272728,0.5740740740740741,0.7459239130434784,0.4821428571428571,0.16666666666666674,0.8225806451612904,0.26696832579185525,0.10560625814863102,0.012620320855614974
I00215,R023,Raita,Biryani,sides,True,Budget,100.0,1,3,0,0.152,28.0,1.1071428571428572,0.22727272727272727,38.0,1.131578947368421,1.3103448275862069,0.11111111111111113,0.19293478260869565,0.25,0.1071428571428572,0.38636363636363635,0.1719457013574661,0.47004048582995944,0.015415821501014199
I00216,R023,Pickle,South Indian,sides,True,Mid,160.0,6,3,1,0.012,5.0,1.0,0.0,4.0,1.25,0.6666666666666666,0.2222222222222222,0.0027173913043478243,0.04464285714285714,0.0,0.0,0.01809954751131222,0.5192307692307692,0.00784313725490196
I00217,R023,Hot Chocolate,Desserts,beverages,True,Budget,100.0,3,0,0,0.493,56.0,1.1964285714285714,0.2619047619047619,50.0,1.4,0.8771929824561403,0.11111111111111113,0.65625,0.5,0.1964285714285714,0.44523809523809527,0.22624434389140274,0.5815384615384614,0.010319917440660475
I00218,R023,Sundal,South Indian,starters,True,Mid,250.0,6,4,1,0.067,11.0,1.0909090909090908,0.0,58.0,0.1724137931034483,4.833333333333333,0.3888888888888889,0.07744565217391304,0.09821428571428571,0.09090909090909083,0.0,0.26244343891402716,0.07161803713527852,0.05686274509803921
I00219,R023,Plain Dosa,South Indian,mains,True,Premium,290.0,6,2,2,0.05,10.0,1.1,0.0,185.0,0.2648648648648649,16.818181818181817,0.462962962962963,0.05434782608695653,0.08928571428571427,0.10000000000000009,0.0,0.8371040723981901,0.11002079002079002,0.1978609625668449
I00220,R023,Rose Milk,South Indian,beverages,True,Budget,40.0,6,0,0,0.341,47.0,1.127659574468085,0.2777777777777778,40.0,1.625,0.8333333333333334,0.0,0.44972826086956524,0.4196428571428571,0.12765957446808507,0.4722222222222222,0.1809954751131222,0.6749999999999999,0.00980392156862745
I00221,R023,Coconut Chutney,South Indian,sides,True,Mid,170.0,6,3,1,0.163,36.0,1.2222222222222223,0.16666666666666666,46.0,1.108695652173913,1.2432432432432432,0.24074074074074076,0.2078804347826087,0.3214285714285714,0.22222222222222232,0.2833333333333333,0.2081447963800905,0.4605351170568562,0.014626391096979332
I00222,R023,Filter Coffee,South Indian,beverages,True,Budget,100.0,6,0,0,0.212,34.0,1.1470588235294117,0.28,21.0,1.9523809523809523,0.6,0.11111111111111113,0.27445652173913043,0.30357142857142855,0.1470588235294117,0.47600000000000003,0.09502262443438915,0.8109890109890109,0.007058823529411764
I00223,R023,Onion Raita,Biryani,sides,True,Budget,110.0,1,3,0,0.106,10.0,1.2,0.1111111111111111,30.0,1.2666666666666666,2.727272727272727,0.12962962962962965,0.13043478260869565,0.08928571428571427,0.19999999999999996,0.18888888888888888,0.13574660633484165,0.5261538461538461,0.0320855614973262
I00224,R023,Panagam,South Indian,beverages,True,Budget,130.0,6,0,0,0.172,29.0,1.1724137931034482,0.17391304347826086,15.0,1.8666666666666667,0.5,0.16666666666666669,0.2201086956521739,0.2589285714285714,0.17241379310344818,0.29565217391304344,0.06787330316742082,0.7753846153846153,0.0058823529411764705
I00225,R024,Gunpowder Podi,South Indian,sides,True,Budget,140.0,6,3,0,0.157,37.0,1.054054054054054,0.14814814814814814,31.0,0.9354838709677419,0.8157894736842105,0.18518518518518517,0.19972826086956522,0.33035714285714285,0.054054054054053946,0.2518518518518518,0.14027149321266968,0.3885856079404466,0.009597523219814242
I00226,R024,Sambar,South Indian,sides,True,Mid,190.0,6,3,1,0.168,32.0,1.21875,0.2,29.0,1.1724137931034482,0.8787878787878788,0.2777777777777778,0.21467391304347827,0.2857142857142857,0.21875,0.34,0.13122171945701358,0.48700265251989383,0.01033868092691622
I00227,R024,Paneer 65,South Indian,starters,True,Premium,290.0,6,4,2,0.359,57.0,1.1578947368421053,0.28205128205128205,56.0,0.3392857142857143,0.9655172413793104,0.462962962962963,0.4741847826086956,0.5089285714285714,0.1578947368421053,0.47948717948717945,0.2533936651583711,0.14093406593406593,0.011359026369168357
I00228,R024,Appam with Stew,South Indian,mains,True,Mid,200.0,6,2,1,0.074,17.0,1.0588235294117647,0.13333333333333333,47.0,0.3829787234042553,2.611111111111111,0.29629629629629634,0.08695652173913043,0.15178571428571427,0.05882352941176472,0.22666666666666666,0.21266968325791857,0.15908346972176757,0.030718954248366015
I00229,R024,Set Dosa,South Indian,mains,True,Premium,440.0,6,2,2,0.205,52.0,1.1538461538461537,0.34375,119.0,0.24369747899159663,2.2452830188679247,0.7407407407407408,0.264945652173913,0.46428571428571425,0.15384615384615374,0.584375,0.5384615384615385,0.10122818358112474,0.026415094339622643
I00230,R024,Pickle,South Indian,sides,True,Mid,190.0,6,3,1,0.029,9.0,1.2222222222222223,0.0,4.0,0.75,0.4,0.2777777777777778,0.025815217391304348,0.08035714285714285,0.22222222222222232,0.0,0.01809954751131222,0.31153846153846154,0.004705882352941177
I00231,R024,Jigarthanda,South Indian,beverages,True,Budget,40.0,6,0,0,0.105,21.0,1.1428571428571428,0.16666666666666666,113.0,1.415929203539823,5.136363636363637,0.0,0.12907608695652173,0.1875,0.1428571428571428,0.2833333333333333,0.5113122171945702,0.5881552076242341,0.06042780748663102
I00232,R024,Onion Kulcha,North Indian,sides,True,Mid,160.0,5,3,1,0.041,11.0,1.2727272727272727,0.1111111111111111,8.0,1.125,0.6666666666666666,0.2222222222222222,0.04211956521739131,0.09821428571428571,0.2727272727272727,0.18888888888888888,0.03619909502262444,0.46730769230769226,0.00784313725490196
I00233,R024,Papad,South Indian,sides,True,Budget,60.0,6,3,0,0.113,16.0,1.0625,0.06666666666666667,21.0,0.8571428571428571,1.2352941176470589,0.03703703703703705,0.13994565217391305,0.14285714285714285,0.0625,0.11333333333333333,0.09502262443438915,0.356043956043956,0.01453287197231834
I00234,R025,Mosambi Juice,Beverages,mains,True,Premium,480.0,0,2,2,0.238,39.0,1.1025641025641026,0.28,33.0,0.12121212121212122,0.825,0.8148148148148149,0.30978260869565216,0.3482142857142857,0.10256410256410264,0.47600000000000003,0.14932126696832582,0.050349650349650346,0.009705882352941175
I00235,R025,Orange Juice,Beverages,mains,True,Premium,320.0,0,2,2,0.133,38.0,1.131578947368421,0.17857142857142858,28.0,0.07142857142857142,0.717948717948718,0.5185185185185185,0.16711956521739132,0.33928571428571425,0.13157894736842102,0.30357142857142855,0.12669683257918554,0.029670329670329666,0.008446455505279034
I00236,R025,Matcha Latte,Beverages,mains,True,Premium,470.0,0,2,2,0.545,81.0,1.1358024691358024,0.3191489361702128,87.0,0.11494252873563218,1.0609756097560976,0.7962962962962963,0.7269021739130436,0.7232142857142857,0.1358024691358024,0.5425531914893618,0.39366515837104077,0.04774535809018567,0.01248206599713056
I00237,R025,Rabri,North Indian,desserts,True,Mid,180.0,5,1,1,0.259,42.0,1.1428571428571428,0.4444444444444444,16.0,0.75,0.37209302325581395,0.2592592592592593,0.3383152173913044,0.375,0.1428571428571428,0.7555555555555555,0.07239819004524888,0.31153846153846154,0.004377564979480164
I00238,R025,Watermelon Juice,Beverages,mains,True,Mid,230.0,0,2,1,0.054,15.0,1.1333333333333333,0.0,5.0,0.0,0.3125,0.35185185185185186,0.059782608695652176,0.13392857142857142,0.1333333333333333,0.0,0.022624434389140274,0.0,0.003676470588235294
I00239,R025,ABC Juice,Beverages,mains,True,Premium,280.0,0,2,2,0.142,24.0,1.25,0.29411764705882354,11.0,0.0,0.44,0.4444444444444444,0.1793478260869565,0.21428571428571427,0.25,0.5,0.0497737556561086,0.0,0.005176470588235294
I00240,R025,Gajar Halwa,North Indian,desserts,True,Mid,180.0,5,1,1,0.593,80.0,1.2125,0.4883720930232558,29.0,0.7586206896551724,0.35802469135802467,0.2592592592592593,0.7921195652173912,0.7142857142857142,0.2124999999999999,0.8302325581395348,0.13122171945701358,0.31511936339522545,0.004212055192447349
I00241,R025,Pav Bhaji,Street Food,mains,True,Premium,370.0,7,2,2,0.25,44.0,1.0909090909090908,0.3448275862068966,42.0,0.16666666666666666,0.9333333333333333,0.6111111111111112,0.32608695652173914,0.39285714285714285,0.09090909090909083,0.5862068965517242,0.1900452488687783,0.06923076923076922,0.010980392156862745
I00242,R025,Uttapam,South Indian,mains,True,Mid,250.0,6,2,1,0.012,6.0,1.0,0.0,1.0,0.0,0.14285714285714285,0.3888888888888889,0.0027173913043478243,0.05357142857142857,0.0,0.0,0.004524886877828055,0.0,0.001680672268907563
I00243,R025,Kiwi Smoothie,Beverages,mains,True,Premium,430.0,0,2,2,0.356,63.0,1.1111111111111112,0.4,57.0,0.08771929824561403,0.890625,0.7222222222222222,0.4701086956521739,0.5625,0.11111111111111116,0.68,0.2579185520361991,0.03643724696356275,0.010477941176470587
I00244,R026,Masala Peanuts,Street Food,sides,True,Budget,80.0,7,3,0,0.332,40.0,1.075,0.36,53.0,0.8113207547169812,1.2926829268292683,0.07407407407407407,0.43750000000000006,0.3571428571428571,0.07499999999999996,0.612,0.2398190045248869,0.3370101596516691,0.01520803443328551
I00245,R026,Idli Sambar,South Indian,mains,True,Mid,240.0,6,2,1,0.092,19.0,1.1578947368421053,0.13333333333333333,10.0,0.0,0.5,0.3703703703703704,0.11141304347826086,0.16964285714285712,0.1578947368421053,0.22666666666666666,0.04524886877828055,0.0,0.0058823529411764705
I00246,R026,Neer Dosa,South Indian,mains,True,Premium,360.0,6,2,2,0.12,18.0,1.1666666666666667,0.125,18.0,0.16666666666666666,0.9473684210526315,0.5925925925925927,0.14945652173913043,0.1607142857142857,0.16666666666666674,0.2125,0.08144796380090498,0.06923076923076922,0.011145510835913312
I00247,R026,Panna Cotta,Desserts,mains,True,Mid,210.0,3,2,1,0.172,34.0,1.1764705882352942,0.13793103448275862,28.0,0.21428571428571427,0.8,0.3148148148148148,0.2201086956521739,0.30357142857142855,0.17647058823529416,0.23448275862068965,0.12669683257918554,0.089010989010989,0.009411764705882354
I00248,R026,Crème Brûlée,Desserts,mains,True,Premium,310.0,3,2,2,0.33,49.0,1.163265306122449,0.4,61.0,0.06557377049180328,1.22,0.5,0.4347826086956522,0.4375,0.16326530612244894,0.68,0.27601809954751133,0.027238335435056747,0.014352941176470587
I00249,R026,Mosambi Juice,Beverages,mains,True,Premium,500.0,0,2,2,0.288,0.0,1.0,0.0,0.0,0.0,0.0,0.8518518518518519,0.3777173913043478,0.0,0.0,0.0,0.0,0.0,0.0
I00250,R026,Cold Brew Coffee,Beverages,mains,True,Mid,260.0,0,2,1,0.591,68.0,1.1323529411764706,0.42857142857142855,90.0,0.011111111111111112,1.3043478260869565,0.40740740740740744,0.7894021739130435,0.6071428571428571,0.13235294117647056,0.7285714285714285,0.40723981900452494,0.004615384615384615,0.015345268542199489
I00251,R026,Jalebi,North Indian,desserts,True,Budget,100.0,5,1,0,0.395,51.0,1.196078431372549,0.4482758620689655,27.0,1.3333333333333333,0.5192307692307693,0.11111111111111113,0.5230978260869565,0.45535714285714285,0.196078431372549,0.7620689655172413,0.12217194570135748,0.5538461538461538,0.006108597285067874
I00252,R026,Onion Rings,Street Food,sides,True,Mid,160.0,7,3,1,0.2,32.0,1.21875,0.2,41.0,0.8780487804878049,1.2424242424242424,0.2222222222222222,0.2581521739130435,0.2857142857142857,0.21875,0.34,0.18552036199095023,0.3647279549718574,0.01461675579322638
I00253,R026,Garlic Naan,North Indian,sides,True,Budget,140.0,5,3,0,0.099,12.0,1.0833333333333333,0.2222222222222222,15.0,0.9333333333333333,1.1538461538461537,0.18518518518518517,0.12092391304347827,0.10714285714285714,0.08333333333333326,0.37777777777777777,0.06787330316742082,0.38769230769230767,0.013574660633484162
I00254,R027,Rajma Chawal,North Indian,mains,True,Premium,410.0,5,2,2,0.257,32.0,1.1875,0.1111111111111111,90.0,0.34444444444444444,2.727272727272727,0.6851851851851852,0.33559782608695654,0.2857142857142857,0.1875,0.18888888888888888,0.40723981900452494,0.14307692307692307,0.0320855614973262
I00255,R027,Chicken Shawarma,Fast Food,mains,False,Premium,500.0,4,2,2,0.142,24.0,1.125,0.043478260869565216,52.0,0.4423076923076923,2.08,0.8518518518518519,0.1793478260869565,0.21428571428571427,0.125,0.07391304347826086,0.23529411764705885,0.18372781065088756,0.02447058823529412
I00256,R027,Cheese Dip,Fast Food,sides,True,Budget,60.0,4,3,0,0.223,21.0,1.1904761904761905,0.23529411764705882,29.0,0.9310344827586207,1.3181818181818181,0.03703703703703705,0.2894021739130435,0.1875,0.19047619047619047,0.39999999999999997,0.13122171945701358,0.3867374005305039,0.01550802139037433
I00257,R027,Dip Sauces,Fast Food,sides,True,Budget,120.0,4,3,0,0.297,31.0,1.032258064516129,0.24,32.0,1.1875,1.0,0.14814814814814817,0.389945652173913,0.27678571428571425,0.032258064516129004,0.408,0.14479638009049775,0.49326923076923074,0.011764705882352941
I00258,R027,Reshmi Kebab,Biryani,starters,False,Mid,270.0,1,4,1,0.121,14.0,1.2142857142857142,0.07692307692307693,60.0,0.3333333333333333,4.0,0.42592592592592593,0.15081521739130435,0.125,0.2142857142857142,0.13076923076923078,0.2714932126696833,0.13846153846153844,0.047058823529411764
I00259,R027,Grilled Sandwich,Fast Food,mains,True,Premium,550.0,4,2,2,0.121,20.0,1.05,0.0,42.0,0.3333333333333333,2.0,0.9444444444444445,0.15081521739130435,0.17857142857142855,0.050000000000000044,0.0,0.1900452488687783,0.13846153846153844,0.023529411764705882
I00260,R027,Tender Coconut Water,South Indian,beverages,True,Budget,40.0,6,0,0,0.14,22.0,1.1818181818181819,0.1,92.0,1.423913043478261,4.0,0.0,0.1766304347826087,0.19642857142857142,0.18181818181818188,0.17,0.416289592760181,0.5914715719063545,0.047058823529411764
I00261,R027,Donut,Fast Food,desserts,True,Mid,230.0,4,1,1,0.096,16.0,1.1875,0.06666666666666667,37.0,1.5405405405405406,2.176470588235294,0.35185185185185186,0.11684782608695651,0.14285714285714285,0.1875,0.11333333333333333,0.16742081447963802,0.6399168399168399,0.025605536332179928
I00262,R027,Jaljeera,Biryani,beverages,True,Budget,120.0,1,0,0,0.06,6.0,1.0,0.0,43.0,1.4883720930232558,6.142857142857143,0.14814814814814817,0.06793478260869565,0.05357142857142857,0.0,0.0,0.19457013574660637,0.61824686940966,0.07226890756302522
I00263,R027,Pasta,Fast Food,sides,True,Budget,130.0,4,3,0,0.325,42.0,1.2380952380952381,0.28125,42.0,1.2142857142857142,0.9767441860465116,0.16666666666666669,0.42798913043478265,0.375,0.23809523809523814,0.47812499999999997,0.1900452488687783,0.5043956043956043,0.01149110807113543
I00264,R028,Banana Split,Desserts,mains,True,Premium,370.0,3,2,2,0.238,28.0,1.2142857142857142,0.22727272727272727,101.0,0.3564356435643564,3.4827586206896552,0.6111111111111112,0.30978260869565216,0.25,0.2142857142857142,0.38636363636363635,0.4570135746606335,0.14805788271134804,0.040973630831643
I00265,R028,Gobi 65,South Indian,starters,True,Mid,190.0,6,4,1,0.258,37.0,1.1891891891891893,0.09090909090909091,38.0,0.4473684210526316,1.0,0.2777777777777778,0.33695652173913043,0.33035714285714285,0.18918918918918926,0.15454545454545454,0.1719457013574661,0.18582995951417003,0.011764705882352941
I00266,R028,Crème Brûlée,Desserts,mains,True,Premium,440.0,3,2,2,0.181,25.0,1.16,0.2631578947368421,72.0,0.2916666666666667,2.769230769230769,0.7407407407407408,0.23233695652173914,0.2232142857142857,0.15999999999999992,0.4473684210526315,0.3257918552036199,0.12115384615384615,0.032579185520361986
I00267,R028,Corn Chat,Street Food,starters,True,Mid,250.0,7,4,1,0.167,25.0,1.2,0.041666666666666664,17.0,0.29411764705882354,0.6538461538461539,0.3888888888888889,0.21331521739130435,0.2232142857142857,0.19999999999999996,0.07083333333333333,0.07692307692307693,0.12217194570135746,0.007692307692307693
I00268,R028,Appam with Stew,South Indian,mains,True,Premium,290.0,6,2,2,0.016,1.0,2.0,0.0,4.0,0.25,2.0,0.462962962962963,0.008152173913043476,0.008928571428571428,1.0,0.0,0.01809954751131222,0.10384615384615384,0.023529411764705882
I00269,R028,Coconut Chutney,South Indian,sides,True,Budget,140.0,6,3,0,0.114,19.0,1.105263157894737,0.05555555555555555,31.0,0.9032258064516129,1.55,0.18518518518518517,0.14130434782608697,0.16964285714285712,0.10526315789473695,0.09444444444444444,0.14027149321266968,0.37518610421836224,0.018235294117647058
I00270,R028,Tomato Chutney,South Indian,sides,True,Budget,140.0,6,3,0,0.259,37.0,1.1891891891891893,0.12121212121212122,67.0,0.9701492537313433,1.763157894736842,0.18518518518518517,0.3383152173913044,0.33035714285714285,0.18918918918918926,0.20606060606060606,0.30316742081447967,0.40298507462686567,0.02074303405572755
I00271,R028,Buttermilk,South Indian,beverages,True,Budget,120.0,6,0,0,0.327,37.0,1.1891891891891893,0.16129032258064516,97.0,1.5051546391752577,2.5526315789473686,0.14814814814814817,0.43070652173913043,0.33035714285714285,0.18918918918918926,0.27419354838709675,0.4389140271493213,0.6252180808881839,0.030030959752321982
I00272,R028,Badam Halwa,South Indian,desserts,True,Mid,170.0,6,1,1,0.298,39.0,1.0769230769230769,0.23333333333333334,40.0,1.75,1.0,0.24074074074074076,0.391304347826087,0.3482142857142857,0.07692307692307687,0.39666666666666667,0.1809954751131222,0.7269230769230769,0.011764705882352941
I00273,R028,Tender Coconut Water,South Indian,beverages,True,Budget,70.0,6,0,0,0.109,9.0,1.0,0.0,41.0,1.4146341463414633,4.1,0.05555555555555555,0.13451086956521738,0.08035714285714285,0.0,0.0,0.18552036199095023,0.5876172607879924,0.04823529411764706
I00274,R029,Tres Leches,Desserts,mains,True,Premium,280.0,3,2,2,0.323,39.0,1.0769230769230769,0.2413793103448276,47.0,0.3829787234042553,1.175,0.4444444444444444,0.4252717391304348,0.3482142857142857,0.07692307692307687,0.4103448275862069,0.21266968325791857,0.15908346972176757,0.013823529411764707
I00275,R029,Aloo Gobi,North Indian,mains,True,Premium,510.0,5,2,2,0.034,5.0,1.4,0.0,5.0,0.6,0.8333333333333334,0.8703703703703705,0.03260869565217392,0.04464285714285714,0.3999999999999999,0.0,0.022624434389140274,0.2492307692307692,0.00980392156862745
I00276,R029,Brownie,Fast Food,desserts,True,Mid,220.0,4,1,1,0.669,64.0,1.09375,0.30952380952380953,30.0,1.2,0.46153846153846156,0.33333333333333337,0.8953804347826088,0.5714285714285714,0.09375,0.5261904761904762,0.13574660633484165,0.4984615384615384,0.005429864253393666
I00277,R029,Fried Ice Cream,Chinese,desserts,True,Budget,130.0,2,1,0,0.225,26.0,1.0769230769230769,0.3,12.0,1.25,0.4444444444444444,0.16666666666666669,0.2921195652173913,0.23214285714285712,0.07692307692307687,0.51,0.05429864253393665,0.5192307692307692,0.00522875816993464
I00278,R029,Vanilla Shake,Desserts,beverages,True,Budget,120.0,3,0,0,0.362,49.0,1.2040816326530612,0.36363636363636365,100.0,1.09,2.0,0.14814814814814817,0.4782608695652174,0.4375,0.20408163265306123,0.6181818181818182,0.4524886877828055,0.45276923076923076,0.023529411764705882
I00279,R029,Tiramisu,Desserts,mains,True,Mid,150.0,3,2,1,0.39,47.0,1.1914893617021276,0.2571428571428571,64.0,0.25,1.3333333333333333,0.20370370370370372,0.516304347826087,0.4196428571428571,0.1914893617021276,0.4371428571428571,0.2895927601809955,0.10384615384615384,0.01568627450980392
I00280,R029,Papdi Chaat,Street Food,starters,True,Budget,120.0,7,4,0,0.033,4.0,1.25,0.0,19.0,0.8421052631578947,3.8,0.14814814814814817,0.03125,0.03571428571428571,0.25,0.0,0.08597285067873305,0.34979757085020236,0.04470588235294117
I00281,R029,Thandai,North Indian,beverages,True,Budget,130.0,5,0,0,0.131,15.0,1.2666666666666666,0.07142857142857142,40.0,1.275,2.5,0.16666666666666669,0.1644021739130435,0.13392857142857142,0.2666666666666666,0.12142857142857141,0.1809954751131222,0.5296153846153845,0.029411764705882353
I00282,R029,Dim Sum,Chinese,starters,True,Budget,130.0,2,4,0,0.162,23.0,1.1304347826086956,0.2222222222222222,47.0,0.19148936170212766,1.9583333333333333,0.16666666666666669,0.20652173913043478,0.20535714285714285,0.13043478260869557,0.37777777777777777,0.21266968325791857,0.07954173486088378,0.023039215686274508
I00283,R029,Chicken Shawarma,Fast Food,mains,False,Premium,520.0,4,2,2,0.505,60.0,1.1,0.30952380952380953,76.0,0.32894736842105265,1.2459016393442623,0.888888888888889,0.672554347826087,0.5357142857142857,0.10000000000000009,0.5261904761904762,0.3438914027149322,0.13663967611336034,0.014657666345226616
I00284,R030,Wonton Soup,Chinese,sides,True,Budget,60.0,2,3,0,0.236,21.0,1.0476190476190477,0.17647058823529413,68.0,1.1470588235294117,3.090909090909091,0.03703703703703705,0.3070652173913043,0.1875,0.04761904761904767,0.3,0.3076923076923077,0.47647058823529403,0.03636363636363636
